drug1,drug2,status
Cefazolin,Cefoperazon + sulbactam,unknown
Cefazolin,Cefotaxim,incompatible
Cefazolin,Cefoxitin,compatible
Cefazolin,Ceftarolin,unknown
Cefazolin,Ceftazidim,compatible
Cefazolin,Ceftazidim  +  Avibactam,unknown
Cefazolin,Ceftriaxon,compatible
Cefazolin,Ciprofloxacin,unknown
Cefazolin,Clindamycin,compatible
Cefazolin,Deferoxamin mesilat,unknown
Cefazolin,Dexamethason phosphat,compatible
Cefazolin,Dextrose,unknown
Cefazolin,Diazepam,incompatible
Cefazolin,Diphenhydramin hydroclorid,incompatible
Cefazolin,Dobutamine Hydrochlorid,incompatible
Cefazolin,Dopamin hydrochlorid,incompatible
Cefazolin,Enoxaparin natri,unknown
Cefazolin,Esomeprazol,unknown
Cefazolin,Fentanyl,compatible
Cefazolin,Filgrastim,compatible
Cefazolin,Fluconazol,compatible
Cefazolin,Fosfomycin Sodium,compatible
Cefazolin,Furosemid,compatible
Cefazolin,Ganciclovir,incompatible
Cefazolin,Gentamicin,compatible
Cefazolin,Heparin natri,compatible
Cefazolin,Gelatin,unknown
Cefazolin,Hydrocortison,unknown
Cefazolin,Iloprost,unknown
Cefazolin,Imipenem + Cilasatin,compatible
Cefazolin,Immune globulin,unknown
Cefazolin,Insulin aspart,unknown
Cefazolin,Iohexol,unknown
Cefazolin,Iopromide,unknown
Cefazolin,Ketamine,compatible
Cefazolin,Ketorolac Tromethamol,compatible
Cefazolin,Levobupivacain,unknown
Cefazolin,Levofloxacin,incompatible
Cefazolin,Lidocain hydroclorid,compatible
Cefazolin,Linezolid,compatible
Cefazolin,Magie Chlorid,unknown
Cefazolin,Magie sulfat,controversial
Cefazolin,Manitol,compatible
Cefazolin,Meropenem,compatible
Cefazolin,Methotrexat,compatible
Cefazolin,Methylprednisolon,unknown
Cefazolin,Metronidazol,compatible
Cefazolin,Micafungin natri,unknown
Cefazolin,Midazolam,compatible
Cefazolin,Milrinone,compatible
Cefazolin,Morphin sulfat,compatible
Cefazolin,Kali chlorid,compatible
Cefazolin,Natri colistimethat,unknown
Cefazolin,Recombinant Human Erythropoietin alfa,compatible
Cefazolin,Naloxon hydroclorid,controversial
Cefazolin,Neostigmin methylsulfat,unknown
Cefazolin,Nicardipin hydrochlorid,compatible
Cefazolin,Noradrenalin,unknown
Cefazolin,Octreotide,compatible
Cefazolin,Omeprazol,unknown
Cefazolin,Ondansetron,compatible
Cefazolin,Oxacilin,compatible
Cefazolin,Pantoprazol,controversial
Cefazolin,Phenobarbital,compatible
Cefazolin,Phytomenadion,compatible
Cefazolin,Piperacilin + Tazobactam,unknown
Cefazolin,Propofol,compatible
Cefazolin,Rocuronium Bromid,controversial
Cefazolin,Natri bicarbonat,compatible
Cefazolin,Natri Chlorid,unknown
Cefazolin,Natri lactat,unknown
Cefazolin,Sugammadex,unknown
Cefazolin,Terbutalin sulfat,unknown
Cefazolin,Tinidazol,unknown
Cefazolin,Tobramycin sulfat,incompatible
Cefazolin,Vancomycin,controversial
Cefazolin,Voriconazol,compatible
Cefepim,Cefoperazon,unknown
Cefepim,Cefoperazon + sulbactam,unknown
Cefepim,Cefotaxim,unknown
Cefepim,Cefoxitin,unknown
Cefepim,Ceftarolin,unknown
Cefepim,Ceftazidim,unknown
Cefepim,Ceftazidim  +  Avibactam,unknown
Cefepim,Ceftriaxon,unknown
Cefepim,Ciprofloxacin,incompatible
Cefepim,Clindamycin,unknown
Cefepim,Deferoxamin mesilat,unknown
Cefepim,Dexamethason phosphat,compatible
Cefepim,Dextrose,unknown
Cefepim,Diazepam,incompatible
Cefepim,Diphenhydramin hydroclorid,incompatible
Cefepim,Dobutamine Hydrochlorid,controversial
Cefepim,Dopamin hydrochlorid,controversial
Cefepim,Enoxaparin natri,unknown
Cefepim,Esomeprazol,unknown
Cefepim,Fentanyl,unknown
Cefepim,Filgrastim,incompatible
Cefepim,Fluconazol,compatible
Cefepim,Fosfomycin Sodium,compatible
Cefepim,Furosemid,compatible
Cefepim,Ganciclovir,incompatible
Cefepim,Gentamicin,compatible
Cefepim,Heparin natri,unknown
Cefepim,Gelatin,unknown
Cefepim,Hydrocortison,compatible
Cefepim,Iloprost,unknown
Cefepim,Imipenem + Cilasatin,compatible
Cefepim,Immune globulin,unknown
Cefepim,Insulin aspart,unknown
Cefepim,Iohexol,unknown
Cefepim,Iopromide,unknown
Cefepim,Ketamine,compatible
Cefepim,Ketorolac Tromethamol,unknown
Cefepim,Levobupivacain,unknown
Cefepim,Levofloxacin,compatible
Cefepim,Lidocain hydroclorid,unknown
Cefepim,Linezolid,compatible
Cefepim,Magie Chlorid,unknown
Cefepim,Magie sulfat,incompatible
Cefepim,Manitol,incompatible
Cefepim,Meropenem,unknown
Cefepim,Methotrexat,compatible
Cefepim,Methylprednisolon,unknown
Cefepim,Metronidazol,compatible
Cefepim,Micafungin natri,unknown
Cefepim,Midazolam,incompatible
Cefepim,Milrinone,compatible
Cefepim,Morphin sulfat,controversial
Cefepim,Kali chlorid,unknown
Cefepim,Natri colistimethat,unknown
Cefepim,Recombinant Human Erythropoietin alfa,unknown
Cefepim,Naloxon hydroclorid,unknown
Cefepim,Neostigmin methylsulfat,unknown
Cefepim,Nicardipin hydrochlorid,controversial
Cefepim,Noradrenalin,unknown
Cefepim,Octreotide,compatible
Cefepim,Omeprazol,unknown
Cefepim,Ondansetron,incompatible
Cefepim,Oxacilin,unknown
Cefepim,Pantoprazol,incompatible
Cefepim,Phenobarbital,unknown
Cefepim,Phytomenadion,unknown
Cefepim,Piperacilin + Tazobactam,compatible
Cefepim,Propofol,controversial
Cefepim,Rocuronium Bromid,compatible
Cefepim,Natri bicarbonat,compatible
Cefepim,Natri Chlorid,unknown
Cefepim,Natri lactat,unknown
Cefepim,Sugammadex,unknown
Cefepim,Terbutalin sulfat,unknown
Cefepim,Tinidazol,unknown
Cefepim,Tobramycin sulfat,compatible
Cefepim,Vancomycin,controversial
Cefepim,Voriconazol,incompatible
Cefoperazon,Cefoperazon + sulbactam,unknown
Cefoperazon,Cefotaxim,compatible
Cefoperazon,Cefoxitin,compatible
Cefoperazon,Ceftarolin,unknown
Cefoperazon,Ceftazidim,compatible
Cefoperazon,Ceftazidim  +  Avibactam,unknown
Cefoperazon,Ceftriaxon,compatible
Cefoperazon,Ciprofloxacin,unknown
Cefoperazon,Clindamycin,compatible
Cefoperazon,Deferoxamin mesilat,unknown
Cefoperazon,Dexamethason phosphat,compatible
Cefoperazon,Dextrose,unknown
Cefoperazon,Diazepam,incompatible
Cefoperazon,Diphenhydramin hydroclorid,incompatible
Cefoperazon,Dobutamine Hydrochlorid,incompatible
Cefoperazon,Dopamin hydrochlorid,incompatible
Cefoperazon,Enoxaparin natri,unknown
Cefoperazon,Esomeprazol,unknown
Cefoperazon,Fentanyl,compatible
Cefoperazon,Filgrastim,incompatible
Cefoperazon,Fluconazol,compatible
Cefoperazon,Fosfomycin Sodium,unknown
Cefoperazon,Furosemid,compatible
Cefoperazon,Ganciclovir,incompatible
Cefoperazon,Gentamicin,incompatible
Cefoperazon,Heparin natri,compatible
Cefoperazon,Gelatin,unknown
Cefoperazon,Hydrocortison,unknown
Cefoperazon,Iloprost,unknown
Cefoperazon,Imipenem + Cilasatin,compatible
Cefoperazon,Immune globulin,unknown
Cefoperazon,Insulin aspart,unknown
Cefoperazon,Iohexol,unknown
Cefoperazon,Iopromide,unknown
Cefoperazon,Ketamine,unknown
Cefoperazon,Ketorolac Tromethamol,compatible
Cefoperazon,Levobupivacain,unknown
Cefoperazon,Levofloxacin,incompatible
Cefoperazon,Lidocain hydroclorid,compatible
Cefoperazon,Linezolid,compatible
Cefoperazon,Magie Chlorid,unknown
Cefoperazon,Magie sulfat,controversial
Cefoperazon,Manitol,compatible
Cefoperazon,Meropenem,unknown
Cefoperazon,Methotrexat,compatible
Cefoperazon,Methylprednisolon,unknown
Cefoperazon,Metronidazol,compatible
Cefoperazon,Micafungin natri,unknown
Cefoperazon,Midazolam,incompatible
Cefoperazon,Milrinone,unknown
Cefoperazon,Morphin sulfat,controversial
Cefoperazon,Kali chlorid,compatible
Cefoperazon,Natri colistimethat,unknown
Cefoperazon,Recombinant Human Erythropoietin alfa,compatible
Cefoperazon,Naloxon hydroclorid,compatible
Cefoperazon,Neostigmin methylsulfat,unknown
Cefoperazon,Nicardipin hydrochlorid,incompatible
Cefoperazon,Noradrenalin,unknown
Cefoperazon,Octreotide,unknown
Cefoperazon,Omeprazol,unknown
Cefoperazon,Ondansetron,incompatible
Cefoperazon,Oxacilin,compatible
Cefoperazon,Pantoprazol,incompatible
Cefoperazon,Phenobarbital,compatible
Cefoperazon,Phytomenadion,compatible
Cefoperazon,Piperacilin + Tazobactam,unknown
Cefoperazon,Propofol,compatible
Cefoperazon,Rocuronium Bromid,incompatible
Cefoperazon,Natri bicarbonat,compatible
Cefoperazon,Natri Chlorid,unknown
Cefoperazon,Natri lactat,unknown
Cefoperazon,Sugammadex,unknown
Cefoperazon,Terbutalin sulfat,unknown
Cefoperazon,Tinidazol,unknown
Cefoperazon,Tobramycin sulfat,incompatible
Cefoperazon,Vancomycin,incompatible
Cefoperazon,Voriconazol,unknown
Cefoperazon + sulbactam,Cefotaxim,unknown
Cefoperazon + sulbactam,Cefoxitin,unknown
Cefoperazon + sulbactam,Ceftarolin,unknown
Cefoperazon + sulbactam,Ceftazidim,unknown
Cefoperazon + sulbactam,Ceftazidim  +  Avibactam,unknown
Cefoperazon + sulbactam,Ceftriaxon,unknown
Cefoperazon + sulbactam,Ciprofloxacin,unknown
Cefoperazon + sulbactam,Clindamycin,unknown
Cefoperazon + sulbactam,Deferoxamin mesilat,unknown
Cefoperazon + sulbactam,Dexamethason phosphat,unknown
Cefoperazon + sulbactam,Dextrose,unknown
Cefoperazon + sulbactam,Diazepam,unknown
Cefoperazon + sulbactam,Diphenhydramin hydroclorid,unknown
Cefoperazon + sulbactam,Dobutamine Hydrochlorid,unknown
Cefoperazon + sulbactam,Dopamin hydrochlorid,unknown
Cefoperazon + sulbactam,Enoxaparin natri,unknown
Cefoperazon + sulbactam,Esomeprazol,unknown
Cefoperazon + sulbactam,Fentanyl,unknown
Cefoperazon + sulbactam,Filgrastim,unknown
Cefoperazon + sulbactam,Fluconazol,unknown
Cefoperazon + sulbactam,Fosfomycin Sodium,unknown
Cefoperazon + sulbactam,Furosemid,unknown
Cefoperazon + sulbactam,Ganciclovir,unknown
Cefoperazon + sulbactam,Gentamicin,unknown
Cefoperazon + sulbactam,Heparin natri,unknown
Cefoperazon + sulbactam,Gelatin,unknown
Cefoperazon + sulbactam,Hydrocortison,unknown
Cefoperazon + sulbactam,Iloprost,unknown
Cefoperazon + sulbactam,Imipenem + Cilasatin,unknown
Cefoperazon + sulbactam,Immune globulin,unknown
Cefoperazon + sulbactam,Insulin aspart,unknown
Cefoperazon + sulbactam,Iohexol,unknown
Cefoperazon + sulbactam,Iopromide,unknown
Cefoperazon + sulbactam,Ketamine,unknown
Cefoperazon + sulbactam,Ketorolac Tromethamol,unknown
Cefoperazon + sulbactam,Levobupivacain,unknown
Cefoperazon + sulbactam,Levofloxacin,unknown
Cefoperazon + sulbactam,Lidocain hydroclorid,unknown
Cefoperazon + sulbactam,Linezolid,unknown
Cefoperazon + sulbactam,Magie Chlorid,unknown
Cefoperazon + sulbactam,Magie sulfat,unknown
Cefoperazon + sulbactam,Manitol,unknown
Cefoperazon + sulbactam,Meropenem,unknown
Cefoperazon + sulbactam,Methotrexat,unknown
Cefoperazon + sulbactam,Methylprednisolon,unknown
Cefoperazon + sulbactam,Metronidazol,unknown
Cefoperazon + sulbactam,Micafungin natri,unknown
Cefoperazon + sulbactam,Midazolam,unknown
Cefoperazon + sulbactam,Milrinone,unknown
Cefoperazon + sulbactam,Morphin sulfat,unknown
Cefoperazon + sulbactam,Kali chlorid,unknown
Cefoperazon + sulbactam,Natri colistimethat,unknown
Cefoperazon + sulbactam,Recombinant Human Erythropoietin alfa,unknown
Cefoperazon + sulbactam,Naloxon hydroclorid,unknown
Cefoperazon + sulbactam,Neostigmin methylsulfat,unknown
Cefoperazon + sulbactam,Nicardipin hydrochlorid,unknown
Cefoperazon + sulbactam,Noradrenalin,unknown
Cefoperazon + sulbactam,Octreotide,unknown
Cefoperazon + sulbactam,Omeprazol,unknown
Cefoperazon + sulbactam,Ondansetron,unknown
Cefoperazon + sulbactam,Oxacilin,unknown
Cefoperazon + sulbactam,Pantoprazol,unknown
Cefoperazon + sulbactam,Phenobarbital,unknown
Cefoperazon + sulbactam,Phytomenadion,unknown
Cefoperazon + sulbactam,Piperacilin + Tazobactam,unknown
Cefoperazon + sulbactam,Propofol,unknown
Cefoperazon + sulbactam,Rocuronium Bromid,unknown
Cefoperazon + sulbactam,Natri bicarbonat,unknown
Cefoperazon + sulbactam,Natri Chlorid,unknown
Cefoperazon + sulbactam,Natri lactat,unknown
Cefoperazon + sulbactam,Sugammadex,unknown
Cefoperazon + sulbactam,Terbutalin sulfat,unknown
Cefoperazon + sulbactam,Tinidazol,unknown
Cefoperazon + sulbactam,Tobramycin sulfat,unknown
Cefoperazon + sulbactam,Vancomycin,unknown
Cefoperazon + sulbactam,Voriconazol,unknown
Cefotaxim,Cefoxitin,compatible
Cefotaxim,Ceftarolin,unknown
Cefotaxim,Ceftazidim,incompatible
Cefotaxim,Ceftazidim  +  Avibactam,unknown
Cefotaxim,Ceftriaxon,compatible
Cefotaxim,Ciprofloxacin,unknown
Cefotaxim,Clindamycin,compatible
Cefotaxim,Deferoxamin mesilat,unknown
Cefotaxim,Dexamethason phosphat,compatible
Cefotaxim,Dextrose,unknown
Cefotaxim,Diazepam,incompatible
Cefotaxim,Diphenhydramin hydroclorid,incompatible
Cefotaxim,Dobutamine Hydrochlorid,incompatible
Cefotaxim,Dopamin hydrochlorid,compatible
Cefotaxim,Enoxaparin natri,unknown
Cefotaxim,Esomeprazol,unknown
Cefotaxim,Fentanyl,compatible
Cefotaxim,Filgrastim,incompatible
Cefotaxim,Fluconazol,controversial
Cefotaxim,Fosfomycin Sodium,unknown
Cefotaxim,Furosemid,compatible
Cefotaxim,Ganciclovir,incompatible
Cefotaxim,Gentamicin,compatible
Cefotaxim,Heparin natri,compatible
Cefotaxim,Gelatin,unknown
Cefotaxim,Hydrocortison,unknown
Cefotaxim,Iloprost,unknown
Cefotaxim,Imipenem + Cilasatin,compatible
Cefotaxim,Immune globulin,unknown
Cefotaxim,Insulin aspart,unknown
Cefotaxim,Iohexol,unknown
Cefotaxim,Iopromide,unknown
Cefotaxim,Ketamine,compatible
Cefotaxim,Ketorolac Tromethamol,compatible
Cefotaxim,Levobupivacain,unknown
Cefotaxim,Levofloxacin,controversial
Cefotaxim,Lidocain hydroclorid,compatible
Cefotaxim,Linezolid,compatible
Cefotaxim,Magie Chlorid,unknown
Cefotaxim,Magie sulfat,compatible
Cefotaxim,Manitol,compatible
Cefotaxim,Meropenem,compatible
Cefotaxim,Methotrexat,compatible
Cefotaxim,Methylprednisolon,unknown
Cefotaxim,Metronidazol,compatible
Cefotaxim,Micafungin natri,unknown
Cefotaxim,Midazolam,compatible
Cefotaxim,Milrinone,compatible
Cefotaxim,Morphin sulfat,compatible
Cefotaxim,Kali chlorid,compatible
Cefotaxim,Natri colistimethat,unknown
Cefotaxim,Recombinant Human Erythropoietin alfa,compatible
Cefotaxim,Naloxon hydroclorid,compatible
Cefotaxim,Neostigmin methylsulfat,unknown
Cefotaxim,Nicardipin hydrochlorid,compatible
Cefotaxim,Noradrenalin,unknown
Cefotaxim,Octreotide,compatible
Cefotaxim,Omeprazol,unknown
Cefotaxim,Ondansetron,compatible
Cefotaxim,Oxacilin,compatible
Cefotaxim,Pantoprazol,incompatible
Cefotaxim,Phenobarbital,incompatible
Cefotaxim,Phytomenadion,compatible
Cefotaxim,Piperacilin + Tazobactam,unknown
Cefotaxim,Propofol,compatible
Cefotaxim,Rocuronium Bromid,compatible
Cefotaxim,Natri bicarbonat,incompatible
Cefotaxim,Natri Chlorid,unknown
Cefotaxim,Natri lactat,unknown
Cefotaxim,Sugammadex,unknown
Cefotaxim,Terbutalin sulfat,unknown
Cefotaxim,Tinidazol,unknown
Cefotaxim,Tobramycin sulfat,compatible
Cefotaxim,Vancomycin,controversial
Cefotaxim,Voriconazol,compatible
Cefoxitin,Ceftarolin,unknown
Cefoxitin,Ceftazidim,compatible
Cefoxitin,Ceftazidim  +  Avibactam,unknown
Cefoxitin,Ceftriaxon,compatible
Cefoxitin,Ciprofloxacin,unknown
Cefoxitin,Clindamycin,compatible
Cefoxitin,Deferoxamin mesilat,unknown
Cefoxitin,Dexamethason phosphat,compatible
Cefoxitin,Dextrose,unknown
Cefoxitin,Diazepam,incompatible
Cefoxitin,Diphenhydramin hydroclorid,incompatible
Cefoxitin,Dobutamine Hydrochlorid,incompatible
Cefoxitin,Dopamin hydrochlorid,compatible
Cefoxitin,Enoxaparin natri,unknown
Cefoxitin,Esomeprazol,unknown
Cefoxitin,Fentanyl,compatible
Cefoxitin,Filgrastim,incompatible
Cefoxitin,Fluconazol,compatible
Cefoxitin,Fosfomycin Sodium,unknown
Cefoxitin,Furosemid,compatible
Cefoxitin,Ganciclovir,incompatible
Cefoxitin,Gentamicin,compatible
Cefoxitin,Heparin natri,compatible
Cefoxitin,Gelatin,unknown
Cefoxitin,Hydrocortison,unknown
Cefoxitin,Iloprost,unknown
Cefoxitin,Imipenem + Cilasatin,controversial
Cefoxitin,Immune globulin,unknown
Cefoxitin,Insulin aspart,unknown
Cefoxitin,Iohexol,unknown
Cefoxitin,Iopromide,unknown
Cefoxitin,Ketamine,unknown
Cefoxitin,Ketorolac Tromethamol,compatible
Cefoxitin,Levobupivacain,unknown
Cefoxitin,Levofloxacin,incompatible
Cefoxitin,Lidocain hydroclorid,compatible
Cefoxitin,Linezolid,compatible
Cefoxitin,Magie Chlorid,unknown
Cefoxitin,Magie sulfat,compatible
Cefoxitin,Manitol,compatible
Cefoxitin,Meropenem,compatible
Cefoxitin,Methotrexat,compatible
Cefoxitin,Methylprednisolon,unknown
Cefoxitin,Metronidazol,compatible
Cefoxitin,Micafungin natri,unknown
Cefoxitin,Midazolam,compatible
Cefoxitin,Milrinone,compatible
Cefoxitin,Morphin sulfat,compatible
Cefoxitin,Kali chlorid,compatible
Cefoxitin,Natri colistimethat,unknown
Cefoxitin,Recombinant Human Erythropoietin alfa,compatible
Cefoxitin,Naloxon hydroclorid,compatible
Cefoxitin,Neostigmin methylsulfat,unknown
Cefoxitin,Nicardipin hydrochlorid,compatible
Cefoxitin,Noradrenalin,unknown
Cefoxitin,Octreotide,compatible
Cefoxitin,Omeprazol,unknown
Cefoxitin,Ondansetron,compatible
Cefoxitin,Oxacilin,compatible
Cefoxitin,Pantoprazol,controversial
Cefoxitin,Phenobarbital,incompatible
Cefoxitin,Phytomenadion,compatible
Cefoxitin,Piperacilin + Tazobactam,unknown
Cefoxitin,Propofol,compatible
Cefoxitin,Rocuronium Bromid,compatible
Cefoxitin,Natri bicarbonat,incompatible
Cefoxitin,Natri Chlorid,unknown
Cefoxitin,Natri lactat,unknown
Cefoxitin,Sugammadex,unknown
Cefoxitin,Terbutalin sulfat,unknown
Cefoxitin,Tinidazol,unknown
Cefoxitin,Tobramycin sulfat,compatible
Cefoxitin,Vancomycin,controversial
Cefoxitin,Voriconazol,compatible
Ceftarolin,Ceftazidim,unknown
Ceftarolin,Ceftazidim  +  Avibactam,compatible
Ceftarolin,Ceftriaxon,unknown
Ceftarolin,Ciprofloxacin,compatible
Ceftarolin,Clindamycin,compatible
Ceftarolin,Deferoxamin mesilat,unknown
Ceftarolin,Dexamethason phosphat,compatible
Ceftarolin,Dextrose,unknown
Ceftarolin,Diazepam,incompatible
Ceftarolin,Diphenhydramin hydroclorid,compatible
Ceftarolin,Dobutamine Hydrochlorid,controversial
Ceftarolin,Dopamin hydrochlorid,compatible
Ceftarolin,Enoxaparin natri,unknown
Ceftarolin,Esomeprazol,compatible
Ceftarolin,Fentanyl,compatible
Ceftarolin,Filgrastim,incompatible
Ceftarolin,Fluconazol,compatible
Ceftarolin,Fosfomycin Sodium,incompatible
Ceftarolin,Furosemid,compatible
Ceftarolin,Ganciclovir,unknown
Ceftarolin,Gentamicin,compatible
Ceftarolin,Heparin natri,compatible
Ceftarolin,Gelatin,unknown
Ceftarolin,Natri colistimethat,unknown
Ceftarolin,Recombinant Human Erythropoietin alfa,unknown
Ceftarolin,Naloxon hydroclorid,unknown
Ceftarolin,Neostigmin methylsulfat,unknown
Ceftarolin,Nicardipin hydrochlorid,unknown
Ceftarolin,Noradrenalin,unknown
Ceftarolin,Octreotide,unknown
Ceftarolin,Omeprazol,unknown
Ceftarolin,Ondansetron,compatible
Ceftarolin,Oxacilin,unknown
Ceftarolin,Pantoprazol,compatible
Ceftarolin,Phenobarbital,unknown
Ceftarolin,Phytomenadion,unknown
Ceftarolin,Piperacilin + Tazobactam,unknown
Ceftarolin,Propofol,compatible
Ceftarolin,Rocuronium Bromid,unknown
Ceftarolin,Natri bicarbonat,compatible
Ceftarolin,Natri Chlorid,unknown
Ceftarolin,Natri lactat,unknown
Ceftarolin,Sugammadex,unknown
Ceftarolin,Terbutalin sulfat,unknown
Ceftarolin,Tinidazol,unknown
Ceftarolin,Tobramycin sulfat,compatible
Ceftarolin,Vancomycin,unknown
Ceftarolin,Voriconazol,compatible
Ceftarolin,Hydrocortison,unknown
Ceftarolin,Iloprost,unknown
Ceftarolin,Imipenem + Cilasatin,unknown
Ceftarolin,Immune globulin,unknown
Ceftarolin,Insulin aspart,unknown
Ceftarolin,Iohexol,unknown
Ceftarolin,Iopromide,unknown
Ceftarolin,Ketamine,unknown
Ceftarolin,Ketorolac Tromethamol,unknown
Ceftarolin,Levobupivacain,unknown
Ceftarolin,Levofloxacin,compatible
Ceftarolin,Lidocain hydroclorid,compatible
Ceftarolin,Linezolid,unknown
Ceftarolin,Magie Chlorid,unknown
Ceftarolin,Magie sulfat,controversial
Ceftarolin,Manitol,compatible
Ceftarolin,Meropenem,unknown
Ceftarolin,Methotrexat,unknown
Ceftarolin,Methylprednisolon,unknown
Ceftarolin,Metronidazol,compatible
Ceftarolin,Micafungin natri,unknown
Ceftarolin,Midazolam,compatible
Ceftarolin,Milrinone,compatible
Ceftarolin,Morphin sulfat,compatible
Ceftarolin,Kali chlorid,compatible
Ceftazidim,Ceftazidim  +  Avibactam,unknown
Ceftazidim,Ceftriaxon,compatible
Ceftazidim,Ciprofloxacin,compatible
Ceftazidim,Clindamycin,compatible
Ceftazidim,Deferoxamin mesilat,unknown
Ceftazidim,Dexamethason phosphat,compatible
Ceftazidim,Dextrose,unknown
Ceftazidim,Diazepam,incompatible
Ceftazidim,Diphenhydramin hydroclorid,incompatible
Ceftazidim,Dobutamine Hydrochlorid,controversial
