record_id,raw_mention,normalized_mention,interaction_count,proposed_concept_code,proposed_name_vi,concept_type,body_system,severity,course,stage,dialysis,criteria_text,source_fragment,expression,is_compound,confidence,ai_status,match_status,mapping_status,reason,review_decision,review_note
condition-mention:9457b260e476b855,Bệnh gan đang tiến triển / Tăng transaminase dai dẳng không giải thích được,benh gan dang tien trien tang transaminase dai dang khong giai thich duoc,1,active_liver_disease,Bệnh gan đang hoạt động,disease,hepatic,,,,,,Bệnh gan đang tiến triển / Tăng transaminase dai dẳng không giải thích được,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:0e8aca8fde296737,Bệnh gan do rượu không xơ gan,benh gan do ruou khong xo gan,1,cirrhosis,Xơ gan,disease,hepatic,,,,,,Bệnh gan do rượu không xơ gan,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:0e8aca8fde296737,Bệnh gan do rượu không xơ gan,benh gan do ruou khong xo gan,1,alcohol_related_liver_disease,Bệnh gan liên quan đến rượu,disease,hepatic,,,,,,Bệnh gan do rượu không xơ gan,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:69bf8fec5ec6d7ad,Bệnh gan hoặc bệnh gan mạn tính / Bệnh gan hoạt động,benh gan hoac benh gan man tinh benh gan hoat dong,1,chronic_liver_disease,Bệnh gan mạn tính,disease,hepatic,,,,,,Bệnh gan hoặc bệnh gan mạn tính / Bệnh gan hoạt động,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:69bf8fec5ec6d7ad,Bệnh gan hoặc bệnh gan mạn tính / Bệnh gan hoạt động,benh gan hoac benh gan man tinh benh gan hoat dong,1,active_liver_disease,Bệnh gan đang hoạt động,disease,hepatic,,,,,,Bệnh gan hoặc bệnh gan mạn tính / Bệnh gan hoạt động,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:42484f5eeb188c63,Bệnh gan hoặc bệnh thận,benh gan hoac benh than,1,kidney_disease,Bệnh thận,disease,renal,,,,,,Bệnh gan hoặc bệnh thận,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:42484f5eeb188c63,Bệnh gan hoặc bệnh thận,benh gan hoac benh than,1,liver_disease,Bệnh gan,disease,hepatic,,,,,,Bệnh gan hoặc bệnh thận,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:7f66b36de8166caf,Bệnh gan hoặc thận,benh gan hoac than,1,liver_disease,Bệnh gan,disease,hepatic,,,,,,Bệnh gan hoặc thận,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:dc84b15cd0363c93,"Bệnh gan hoặc thận nặng, hạ thân nhiệt, suy giáp","benh gan hoac than nang, ha than nhiet, suy giap",1,liver_disease,Bệnh gan,disease,hepatic,,,,,,"Bệnh gan hoặc thận nặng, hạ thân nhiệt, suy giáp",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:dc84b15cd0363c93,"Bệnh gan hoặc thận nặng, hạ thân nhiệt, suy giáp","benh gan hoac than nang, ha than nhiet, suy giap",1,hypothyroidism,Suy giáp,disease,endocrine,,,,,,"Bệnh gan hoặc thận nặng, hạ thân nhiệt, suy giáp",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:ef17a4529f5410b8,"bệnh gan hoạt động hoặc tăng transaminase huyết thanh dai dẳng không rõ nguyên nhân, vượt quá 3 lần giới hạn trên của mức bình thường (ULN)","benh gan hoat dong hoac tang transaminase huyet thanh dai dang khong ro nguyen nhan, vuot qua 3 lan gioi han tren cua muc binh thuong uln",1,active_liver_disease,Bệnh gan đang hoạt động,disease,hepatic,,,,,,"bệnh gan hoạt động hoặc tăng transaminase huyết thanh dai dẳng không rõ nguyên nhân, vượt quá 3 lần giới hạn trên của mức bình thường (ULN)",or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:b09549336568f2e3,Bệnh gan hoạt động hoặc tăng transaminase liên tục không giải thích được,benh gan hoat dong hoac tang transaminase lien tuc khong giai thich duoc,1,active_liver_disease,Bệnh gan đang hoạt động,disease,hepatic,,,,,,Bệnh gan hoạt động hoặc tăng transaminase liên tục không giải thích được,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:0c79124b3f9d46c9,Bệnh gan hoạt động hoặc transaminase huyết thanh tăng cao không rõ nguyên nhân,benh gan hoat dong hoac transaminase huyet thanh tang cao khong ro nguyen nhan,1,active_liver_disease,Bệnh gan đang hoạt động,disease,hepatic,,,,,,Bệnh gan hoạt động hoặc transaminase huyết thanh tăng cao không rõ nguyên nhân,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:0c79124b3f9d46c9,Bệnh gan hoạt động hoặc transaminase huyết thanh tăng cao không rõ nguyên nhân,benh gan hoat dong hoac transaminase huyet thanh tang cao khong ro nguyen nhan,1,elevated_liver_enzymes,Tăng men gan/transaminase,clinical_finding,hepatic,,,,,,Bệnh gan hoạt động hoặc transaminase huyết thanh tăng cao không rõ nguyên nhân,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:0ad2f9f88d8b4e0f,Bệnh gan mạn tính,benh gan man tinh,1,chronic_liver_disease,Bệnh gan mạn tính,disease,hepatic,,chronic,,,,Bệnh gan mạn tính,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:569e7868f96f67d6,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước","benh gan man tinh con bu hoac o the hoat dong, suy te bao gan, nghien ruou man tinh, suy dinh duong keo dai, hoi chung gilbert va mat nuoc",1,chronic_liver_disease,Bệnh gan mạn tính,disease,hepatic,,,,,,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước",mixed,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:569e7868f96f67d6,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước","benh gan man tinh con bu hoac o the hoat dong, suy te bao gan, nghien ruou man tinh, suy dinh duong keo dai, hoi chung gilbert va mat nuoc",1,gilbert_syndrome,Hội chứng Gilbert,disease,hepatic,,,,,,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước",mixed,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:569e7868f96f67d6,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước","benh gan man tinh con bu hoac o the hoat dong, suy te bao gan, nghien ruou man tinh, suy dinh duong keo dai, hoi chung gilbert va mat nuoc",1,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,,,,,,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước",mixed,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:569e7868f96f67d6,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước","benh gan man tinh con bu hoac o the hoat dong, suy te bao gan, nghien ruou man tinh, suy dinh duong keo dai, hoi chung gilbert va mat nuoc",1,dehydration,Mất nước,clinical_finding,metabolic,,,,,,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước",mixed,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:569e7868f96f67d6,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước","benh gan man tinh con bu hoac o the hoat dong, suy te bao gan, nghien ruou man tinh, suy dinh duong keo dai, hoi chung gilbert va mat nuoc",1,malnutrition,Suy dinh dưỡng,clinical_finding,metabolic,,,,,,"Bệnh gan mạn tính còn bù hoặc ở thể hoạt động, suy tế bào gan, nghiện rượu mạn tính, suy dinh dưỡng kéo dài, hội chứng Gilbert và mất nước",mixed,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:306750327c63d4eb,Bệnh gan mức độ trung bình,benh gan muc do trung binh,1,liver_disease,Bệnh gan,disease,hepatic,moderate,,,,,Bệnh gan mức độ trung bình,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d00a591cc89ca043,bệnh gan nặng / bệnh não do gan,benh gan nang benh nao do gan,1,hepatic_encephalopathy,Bệnh não gan,disease,hepatic,severe,,,,,bệnh gan nặng / bệnh não do gan,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:69240e26b78ba7e1,Bệnh gan nặng hoặc có tiền sử bệnh gan nặng,benh gan nang hoac co tien su benh gan nang,1,liver_disease,Bệnh gan,disease,hepatic,severe,,,,,Bệnh gan nặng hoặc có tiền sử bệnh gan nặng,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1690f909c27c22c8,"Bệnh gan nặng, xơ gan tắc mật (ứ mật)","benh gan nang, xo gan tac mat u mat",1,cirrhosis,Xơ gan,disease,hepatic,,,,,,"Bệnh gan nặng, xơ gan tắc mật (ứ mật)",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1690f909c27c22c8,"Bệnh gan nặng, xơ gan tắc mật (ứ mật)","benh gan nang, xo gan tac mat u mat",1,cholestasis,Ứ mật,disease,hepatic,,,,,,"Bệnh gan nặng, xơ gan tắc mật (ứ mật)",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:1690f909c27c22c8,"Bệnh gan nặng, xơ gan tắc mật (ứ mật)","benh gan nang, xo gan tac mat u mat",1,biliary_obstruction,Tắc nghẽn đường mật,disease,hepatic,,,,,,"Bệnh gan nặng, xơ gan tắc mật (ứ mật)",unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:c19190e146df14e3,Bệnh gan / Suy gan,benh gan suy gan,1,hepatic_impairment,Suy giảm chức năng gan,organ_impairment,hepatic,,,,,,Bệnh gan / Suy gan,unclear,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:a383e313364e6606,Bệnh gan (tăng áp lực tĩnh mạch cửa và xơ gan),benh gan tang ap luc tinh mach cua va xo gan,1,cirrhosis,Xơ gan,disease,hepatic,,,,,,Bệnh gan (tăng áp lực tĩnh mạch cửa và xơ gan),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:a383e313364e6606,Bệnh gan (tăng áp lực tĩnh mạch cửa và xơ gan),benh gan tang ap luc tinh mach cua va xo gan,1,portal_hypertension,Tăng áp lực tĩnh mạch cửa,disease,hepatic,,,,,,Bệnh gan (tăng áp lực tĩnh mạch cửa và xơ gan),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:d2e98a9cb2347352,Bệnh gan thể hoạt động,benh gan the hoat dong,1,liver_disease,Bệnh gan,disease,hepatic,,,,,,Bệnh gan thể hoạt động,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:9b2586fc1fde245e,Bệnh gan thể hoạt động hoặc tăng transaminase huyết tương kéo dài không rõ nguyên nhân,benh gan the hoat dong hoac tang transaminase huyet tuong keo dai khong ro nguyen nhan,1,liver_disease,Bệnh gan,disease,hepatic,,,,,,Bệnh gan thể hoạt động hoặc tăng transaminase huyết tương kéo dài không rõ nguyên nhân,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:312f71afbaa7c822,bệnh gan tiến triển,benh gan tien trien,1,active_liver_disease,Bệnh gan đang hoạt động,disease,hepatic,,,,,,bệnh gan tiến triển,single,false,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2ca4f30b776096ad,Bệnh gan tiến triển (bao gồm xơ gan mật nguyên phát và bất thường chức năng gan dai dẳng không giải thích được),benh gan tien trien bao gom xo gan mat nguyen phat va bat thuong chuc nang gan dai dang khong giai thich duoc,1,active_liver_disease,Bệnh gan đang hoạt động,disease,hepatic,,,,,,Bệnh gan tiến triển (bao gồm xơ gan mật nguyên phát và bất thường chức năng gan dai dẳng không giải thích được),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:2ca4f30b776096ad,Bệnh gan tiến triển (bao gồm xơ gan mật nguyên phát và bất thường chức năng gan dai dẳng không giải thích được),benh gan tien trien bao gom xo gan mat nguyen phat va bat thuong chuc nang gan dai dang khong giai thich duoc,1,cirrhosis,Xơ gan,disease,hepatic,,,,,,Bệnh gan tiến triển (bao gồm xơ gan mật nguyên phát và bất thường chức năng gan dai dẳng không giải thích được),and,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
condition-mention:6a135159961b7203,Bệnh gan tiến triển hoặc enzym transaminase tăng ở mức cao không rõ nguyên nhân,benh gan tien trien hoac enzym transaminase tang o muc cao khong ro nguyen nhan,1,active_liver_disease,Bệnh gan đang hoạt động,disease,hepatic,,,,,,Bệnh gan tiến triển hoặc enzym transaminase tăng ở mức cao không rõ nguyên nhân,or,true,medium,not_requested,matched,needs_review,Khớp alias/thuật ngữ bằng rule tất định; bắt buộc duyệt thủ công.,,
